,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
12634,2052-08-04,40,23176,533,1,2,17,54931,36,1,3,1,383,0.4640455953938511,2,1,0.0950320117402516,0,2,0,31,22,784,1808,174500,15923,1931.3333333333333,0.8642400449700917,4,158577,0.273431,0.2575339816520566,2205.9944515497405,1.3405218078441874,0,52.0
5040,2031-10-20,45,25588,553,1,3,22,24242,60,2,0,2,470,0.1172408971092625,3,0,0.3050857438328665,0,4,0,28,27,3017,1369,76104,17367,2132.333333333333,0.6515384659281802,4,58737,0.2527419999999999,0.2021935999999999,645.2271736007197,0.5230078975773267,0,56.0
5114,2032-01-02,38,52341,611,0,1,13,9514,96,2,0,3,434,0.1876717779775731,5,1,0.0782491104509622,0,1,0,19,18,1934,351,34054,12232,4361.75,0.8631388078187809,7,21822,0.239014,0.2026021549203071,200.89533183021257,0.1455597711538287,1,36.8
6095,2034-09-09,48,118222,570,0,1,23,26465,60,2,3,0,781,0.4501362337097218,1,1,0.2598071773274771,0,3,0,31,12,2982,594,81669,4374,9851.833333333334,0.8943522126079116,4,77295,0.246465,0.2510314122276396,778.383873582563,0.1582836230396267,1,40.0
455,2019-04-01,30,86748,513,0,4,4,18720,72,2,3,3,146,0.1715754384332071,3,0,0.08690877042281,0,1,0,25,17,182,266,61498,12825,7229.0,0.9294939703163776,3,48673,0.27722,0.2848032744803894,544.9647868234059,0.0955823470498555,1,38.400000000000006
9522,2044-01-27,51,64029,625,0,1,31,37213,48,2,0,2,499,0.2763940812122746,2,0,0.280630302449375,0,1,0,26,8,3682,1388,82549,36417,5335.75,0.9410982704331394,5,46132,0.219713,0.2636556,1262.387642145562,0.3301106015359719,0,50.0
19300,2070-11-04,56,24691,588,0,3,32,53465,84,2,4,1,140,0.2482501801291753,6,2,0.4263063150069937,0,2,0,25,21,1027,1268,14383,80740,2057.583333333333,0.8556384263437438,5,4773,0.284465,0.338906540668505,1671.0218481814832,0.8801693806722205,0,58.0
17172,2065-01-06,25,44004,598,0,3,4,24018,12,1,3,3,405,0.3197142094094994,1,1,0.424133848136417,0,4,0,12,3,24175,1941,155897,58469,3667.0,0.9784339431806912,6,97428,0.190018,0.1639355757191622,2183.649350081349,0.7059311017402098,0,58.0
4826,2031-03-20,41,46982,562,0,0,21,21096,36,1,0,0,527,0.2389436121451611,0,0,0.1909853656897037,0,4,0,15,8,8071,439,20409,28757,3915.1666666666665,0.973238915035062,5,9987,0.225096,0.2278933698351964,814.3057917317708,0.3425922587540175,0,52.0
1583,2022-05-03,40,64283,549,1,0,13,9878,24,1,1,1,508,0.5063818185023873,4,1,0.1423050598372279,0,3,0,23,1,2995,1302,160667,15499,5356.916666666667,0.8985687154830337,1,145168,0.2103779999999999,0.1744933613086383,490.5260661083811,0.1863994025372271,1,43.2
13382,2054-08-22,46,48951,628,0,0,22,14260,96,0,5,0,255,0.6753169231197504,3,1,0.4013561453311726,0,1,0,21,5,9989,100,90552,5102,4079.25,0.8722349804470353,2,85450,0.23526,0.2451298846432821,340.10851940721113,0.1458867486442878,0,56.0
4254,2029-08-25,42,29990,548,0,0,19,60597,48,1,0,0,546,0.282310742993593,4,2,0.3580241056646876,0,1,1,38,3,547,1939,11592,67684,2499.1666666666665,0.5386238410294968,8,7987,0.281597,0.2514472309551218,2014.1168831650507,1.0243882160046889,0,65.0
16551,2063-04-26,28,24503,583,1,4,3,27782,24,1,2,3,433,0.2445071875095997,1,0,0.6626587726368663,0,3,0,26,6,4219,543,59295,6828,2041.9166666666667,0.9134993276312164,6,52467,0.211282,0.2065362874795403,1422.8740388138222,0.9088882367777767,0,63.0
10357,2046-05-11,18,23904,504,0,1,0,31197,108,1,3,3,699,0.5524061049623918,2,0,0.1338896977113947,0,1,0,28,2,1710,4149,10752,13316,1992.0,0.9187573800848524,6,10411,0.3241969999999999,0.3390139508870075,927.1039123688488,0.8163172250847635,0,57.0
3197,2026-10-03,18,15000,486,0,0,0,31469,96,0,2,2,420,0.3747562721616749,3,2,0.3047207019633663,0,1,0,30,11,2794,757,130701,35361,1250.0,0.8190051204012296,8,95340,0.323469,0.3339461432103361,943.4008379700743,1.0907206703760597,0,54.0
15196,2059-08-10,45,59283,481,0,1,27,37211,60,0,0,3,929,0.3184706807613219,4,0,0.1066536506670528,0,1,0,28,7,8564,3142,27283,44152,4940.25,0.6812805767009276,5,2437,0.301711,0.3076107111754371,1221.3554666044074,0.4352726009016562,0,51.0
5820,2033-12-08,40,47652,561,0,1,18,23998,60,1,1,3,242,0.2307689991760899,3,0,0.5430846172770838,0,3,0,18,21,1733,4753,97990,58060,3971.0,0.6385943027646473,1,39930,0.248498,0.2726838197049915,736.6411452493759,0.2464470272599788,0,59.0
4096,2029-03-20,47,135092,649,0,1,24,20963,36,1,3,2,627,0.1540423324743516,3,0,0.0421328554246764,0,3,0,31,9,1524,3182,123095,22625,11257.666666666666,0.9244979184904388,7,100470,0.181463,0.1716877101285678,749.1500928047545,0.122241147615381,1,32.800000000000004
5419,2032-11-02,25,21804,418,0,3,6,21901,36,1,3,3,474,0.065505441194597,4,1,0.1895477866361012,0,0,0,23,19,839,4057,58879,15291,1817.0,0.8756344228128884,5,43588,0.2979009999999999,0.3031713742950526,933.5403205354268,0.7746506992489967,0,51.0
5250,2032-05-17,28,39412,471,0,3,3,25015,24,2,1,0,541,0.5188743399458273,2,1,0.4846293273006722,0,1,0,12,1,2195,4865,46504,3470,3284.333333333333,0.7295035728037222,5,43034,0.264515,0.2450029341174345,1328.8249952855326,0.5693164504066374,0,62.0
3149,2026-08-16,29,39721,599,0,2,4,11967,24,1,1,3,1103,0.3986614032913985,6,3,0.3471784696800664,0,3,0,30,19,3443,382,23450,25680,3310.083333333333,0.9061180319775,5,3164,0.187467,0.1811191290932012,598.0890303691231,0.5139112400098053,0,55.0
6346,2035-05-18,34,41807,498,0,3,12,20905,96,2,4,0,294,0.6209805465686445,2,2,0.2958024111315092,0,4,0,25,21,824,531,74310,64890,3483.9166666666665,0.8393623888325122,3,9420,0.306905,0.2850591305659609,554.8558475199084,0.2436498713191308,0,55.0
15846,2061-05-21,32,29035,553,0,1,14,23553,36,1,3,1,621,0.1271448963292568,2,1,0.2505659234287861,0,1,0,18,12,1685,310,36034,35182,2419.583333333333,0.7388187044753487,6,7703,0.2320529999999999,0.2275500326706198,908.7252490136276,0.6322267259570701,0,53.0
3913,2028-09-18,29,29592,541,0,4,6,15180,48,1,0,2,252,0.2695479917139122,2,1,0.2240387971118789,0,0,0,23,20,7317,2615,38925,33200,2466.0,0.5526110868402134,4,5725,0.23968,0.2347365337553026,490.48912064068696,0.3010904787675129,0,54.0
16274,2062-07-23,45,15000,622,0,3,20,14407,60,1,0,0,422,0.3061466072074168,4,3,0.2388021495850937,0,0,0,19,2,1164,454,38486,3787,1250.0,0.6579738052947958,6,34699,0.208407,0.2214279161663238,399.0762035617064,0.6568609628493651,0,55.0
2935,2026-01-14,57,48810,557,0,0,35,15921,24,1,1,2,328,0.0431324434836188,3,1,0.2669674401985278,0,0,0,14,7,7649,2035,41272,70981,4067.5,0.9006752275836162,4,6633,0.2124209999999999,0.1835861115487558,797.6030457579087,0.2767309270455829,0,53.0
4295,2029-10-05,21,24854,523,0,1,0,34271,60,2,2,2,99,0.1272295076321875,4,0,0.1752982497921039,0,1,0,26,28,4884,2175,15235,1745,2071.1666666666665,0.8391887395194896,5,13490,0.277771,0.2790249091454348,1065.0405989860076,0.5620216942074552,0,51.0
10572,2046-12-12,25,33097,580,0,3,4,26416,96,1,4,0,156,0.0665523639090891,2,2,0.0972678956261988,0,4,0,27,5,1304,1245,36831,94707,2758.083333333333,0.5118478562317943,7,10134,0.271416,0.256321995452825,649.660506822538,0.2921088340898104,0,52.0
12055,2051-01-03,42,40962,587,0,3,20,31712,72,1,0,3,430,0.1424286540411289,5,2,0.3143801376089792,0,3,0,25,7,5917,1214,200209,19326,3413.5,0.9537049502750926,4,180883,0.253212,0.2130377434228065,783.7472388119754,0.3555726494249232,0,51.0
15121,2059-05-27,41,100882,587,0,1,21,23502,60,2,1,3,380,0.3386124599788094,1,0,0.3748727553305734,0,3,0,34,11,684,466,59593,7718,8406.833333333334,0.8129616985650695,3,51875,0.235002,0.2508572819527807,690.9964975876234,0.1273959474539707,1,40.8
3941,2028-10-16,54,24877,503,1,0,29,38813,48,0,2,0,238,0.4407216553066738,2,1,0.3220135017880375,0,1,0,30,1,6761,1645,52699,20013,2073.083333333333,0.7742202589712652,4,32686,0.282313,0.3340280930532972,1475.3507399527396,0.8264746102597931,0,64.0
18594,2068-11-28,40,60822,535,0,3,19,22802,24,1,1,1,242,0.4322267698300333,1,0,0.0686504551951125,0,2,0,24,26,1441,890,20812,7704,5068.5,0.8928594474282416,3,13108,0.2303019999999999,0.2195510026606204,1182.4201593364412,0.2810338678773683,0,51.0
7986,2039-11-13,42,44047,600,0,3,19,15163,36,2,3,0,300,0.3475921106483008,4,1,0.3833406679589473,0,2,1,36,6,1283,3131,16940,97149,3670.5833333333335,0.9754015048359296,4,1432,0.200163,0.2178057036805628,577.3619917920776,0.2390252208210532,0,60.0
339,2018-12-06,33,139115,548,0,3,10,10610,36,0,3,3,319,0.2053685754610479,4,2,0.3698036266786609,0,1,0,21,26,1950,1302,153480,15383,11592.916666666666,0.673022980916365,7,138097,0.22161,0.2287176634610652,410.0013551882122,0.062883343005848,1,38.400000000000006
8557,2041-06-06,65,130575,652,0,3,43,24154,36,1,1,0,552,0.622338137312462,6,3,0.2294154364745572,0,3,0,22,19,1149,795,31980,32665,10881.25,0.745372213155474,7,4143,0.183154,0.2025241673723499,900.7587284077608,0.1335102794630911,1,36.8
5842,2033-12-30,22,76155,593,0,0,0,20816,48,2,2,2,703,0.4612704185096796,4,1,0.5458930041659961,0,3,0,30,11,11338,467,81579,23916,6346.25,0.7876157198524065,3,57663,0.219316,0.1971766372680688,630.3113535329303,0.2100943633693804,0,57.0
6545,2035-12-03,35,18711,591,1,3,16,17495,36,3,3,3,766,0.2332613701074603,3,1,0.4370372185567158,0,3,0,22,20,8517,2094,138260,49847,1559.25,0.7622905272023351,5,88413,0.206995,0.248394,694.1130029416469,0.9364200756399852,0,59.0
18,2018-01-19,29,16021,553,0,3,8,14655,72,2,0,3,286,0.5560300102027713,5,1,0.1045686898825265,0,1,1,25,12,8651,1127,29278,25345,1335.0833333333333,0.9491878340554412,4,3933,0.253155,0.2347662128605438,381.1768758297885,0.4997267654926323,0,59.0
12092,2051-02-09,39,73956,565,0,3,21,43606,24,1,0,3,347,0.6151511069857895,6,1,0.05808113426253,0,3,0,28,23,1944,415,64212,2250,6163.0,0.8010968471638791,2,61962,0.2361059999999999,0.2745693778596888,2381.417551122112,0.442709321940956,0,50.0
5643,2033-06-14,56,25169,622,0,1,37,26351,60,2,0,2,362,0.5440318391145958,1,0,0.064667566423453,0,0,0,18,2,1227,457,23464,22513,2097.4166666666665,0.9320307701501168,3,2130,0.220351,0.1762808,663.8222181082011,0.4890884269259173,0,54.0
12831,2053-02-17,31,28237,563,0,4,9,21388,84,1,3,0,448,0.2569948061755664,1,2,0.2194515536585022,0,1,0,28,26,2944,351,51443,46042,2353.083333333333,0.7490479483402149,1,5401,0.264888,0.2527326469423446,545.1077395553496,0.4220452907413746,0,54.0
17902,2067-01-06,27,36882,510,0,0,8,26380,36,1,0,3,878,0.2294958101067776,4,0,0.3322301627215256,0,1,0,23,1,566,1927,13170,25408,3073.5,0.8970237675789424,5,6057,0.25638,0.2626932559333578,1066.6549229322711,0.6327167473343976,0,59.0
3610,2027-11-20,40,33137,572,0,3,18,13007,24,1,1,0,165,0.3727497358290592,3,1,0.1059330646058692,0,3,0,20,8,2429,1744,48125,4820,2761.4166666666665,0.7770314411468809,2,43305,0.202007,0.179051225562292,648.7666754824462,0.2946917375076004,0,52.0
9214,2043-03-25,32,55247,587,0,3,11,16960,84,2,2,3,148,0.3380944579678222,5,1,0.1651395420635154,0,0,0,20,18,13330,623,29771,14262,4603.916666666667,0.7503836220761959,2,15509,0.24846,0.2182239968436242,395.4460234476877,0.1180399348629292,0,50.0
2212,2024-01-22,50,41181,536,1,0,28,31641,36,1,0,1,398,0.2892504153799028,3,2,0.0870215822872176,0,3,0,24,17,1516,1697,67678,68237,3431.75,0.7206072192310163,5,10142,0.248641,0.2570499300465091,1269.8683859291343,0.4860110398278238,0,54.0
15638,2060-10-25,29,15000,581,1,3,5,10315,72,2,0,0,660,0.3229017354969775,5,1,0.4831418099558577,0,1,0,20,26,6520,951,291192,21023,1250.0,0.8837862862963445,9,270169,0.234815,0.2397811375448581,271.42422888774496,0.7451393831101959,0,55.0
18767,2069-05-20,51,72045,611,0,1,28,30777,48,1,0,2,314,0.3662967327767278,1,2,0.4426921072936323,0,3,0,26,9,1408,1192,105288,16005,6003.75,0.5861819020145111,3,89283,0.220277,0.2375355060621074,999.1980612598582,0.2187296375198597,0,52.0
10765,2047-06-23,51,71343,568,0,4,28,32367,72,2,5,2,384,0.2009877076484841,5,0,0.0995055427347658,0,1,0,29,2,3701,1879,5624,2097,5945.25,0.7257008185738072,6,3527,0.263367,0.2818549598781928,936.1912211262032,0.2220581508138771,0,54.0
12932,2053-05-29,51,102963,578,0,4,25,38635,36,1,2,2,731,0.090398923314705,2,3,0.0233957405946987,0,0,0,34,24,3069,921,8063,27091,8580.25,0.7814410620780251,3,10466,0.234635,0.2248098966360883,1485.1190650220733,0.258281409635159,1,38.400000000000006
14990,2059-01-16,56,44862,647,0,1,37,10052,12,1,0,0,462,0.1417815910228107,5,0,0.0740948407964775,0,0,0,31,2,11541,258,46667,6564,3738.5,0.6861049343088044,1,40103,0.151552,0.1584468877264404,911.287960788096,0.3673366218505004,0,51.0
11496,2049-06-23,34,90455,559,1,0,12,19799,72,1,1,0,175,0.2076294058785482,0,0,0.3043339131350848,0,4,0,15,4,6919,1633,21629,92854,7537.916666666667,0.6049598841566157,7,1316,0.255299,0.2399798488361923,521.2207017009575,0.0923624832282515,0,59.0
983,2020-09-10,39,24412,624,0,0,18,20679,72,1,3,0,294,0.0940767890419106,1,1,0.1218611906377341,0,1,0,32,29,4158,1082,119369,87788,2034.3333333333333,0.8619992674770056,4,31581,0.223679,0.2136704700996542,511.8424604176948,0.3961211504592962,0,48.0
4490,2030-04-18,44,81180,582,0,1,18,9478,48,0,0,0,183,0.0362687867680002,2,1,0.0371619130165536,0,3,0,27,27,1067,3484,59904,49969,6765.0,0.86753147414885,6,9935,0.213478,0.2250346223929979,301.2112111826776,0.0715759366123691,1,38.400000000000006
9377,2043-09-04,54,84311,608,0,1,32,25706,36,2,0,2,673,0.0608379334693488,1,2,0.5816579388453822,0,2,0,23,8,11029,553,17270,52291,7025.916666666667,0.9737132375976292,9,9855,0.206706,0.2338171845023178,1000.1936129422572,0.2381459519553449,0,54.0
11388,2049-03-07,47,84173,596,1,2,24,15846,48,3,0,3,108,0.4142295796068622,4,1,0.3776944842158639,0,1,0,21,14,1850,1206,25905,83662,7014.416666666667,0.6877481665178561,8,3076,0.212846,0.200335280171939,482.4826328027946,0.0841812884610686,1,45.6
19387,2071-01-30,40,81953,539,0,0,19,13514,72,1,0,3,317,0.4891833868909505,2,0,0.2236702537952854,0,1,0,23,19,2025,1783,354915,26063,6829.416666666667,0.762260956500608,4,328852,0.2590139999999999,0.2517006975337063,365.4405803460343,0.0999266282399962,1,36.8
11545,2049-08-11,55,45230,620,0,4,37,25221,24,1,0,2,539,0.1709643710984796,3,2,0.245472222261396,0,1,0,26,6,2405,146,421622,150948,3769.1666666666665,0.821880078665693,4,270674,0.190221,0.1576413571215707,1232.0581396141508,0.4698805588187002,1,36.0
19212,2070-08-08,22,15000,534,0,3,0,28045,96,2,1,0,520,0.6191408875359601,6,0,0.3634024762805411,0,1,0,24,19,1155,555,46986,60348,1250.0,0.845992280835901,3,9629,0.296045,0.2932761056352907,760.2754787591318,1.0242203830073056,0,58.0
15379,2060-02-09,26,50924,579,0,1,6,23335,24,1,3,2,304,0.2858068528166702,4,1,0.0864592756514024,0,1,0,30,15,1452,760,68385,4197,4243.666666666667,0.9136626513340832,8,64188,0.208835,0.171871972317723,1155.835258991848,0.3440032815156346,0,48.0
2069,2023-09-01,51,19427,642,0,1,29,11734,108,1,3,3,503,0.2476033003152399,4,0,0.358591223669112,0,0,0,26,12,1358,1988,249787,8917,1618.9166666666667,0.7688156139812885,6,240870,0.235734,0.2000140887509272,235.00161624551848,0.4558613988236074,0,49.0
6518,2035-11-06,18,42480,606,0,1,0,10236,96,1,1,3,415,0.2768671655646074,3,1,0.1785284026631793,0,1,0,26,15,23743,689,112354,17031,3540.0,0.8374426572907843,7,95323,0.242236,0.2628520245841603,256.2184701217947,0.1896097373225409,0,46.0
9659,2044-06-12,41,39583,632,0,0,18,24685,36,1,4,1,253,0.3942380252128147,1,0,0.7589500700241677,0,1,0,28,25,947,492,55068,7589,3298.583333333333,0.9400763672190467,8,47479,0.193685,0.2130446352594397,933.8723366971911,0.3598127489166131,0,56.0
2109,2023-10-11,47,15000,585,0,3,22,22882,60,1,0,3,1116,0.1410984136197534,3,0,0.2027158397671713,0,1,0,13,17,6075,1105,121164,47044,1250.0,0.4639570359575161,4,74120,0.2353819999999999,0.2182158566185683,629.6569713053843,1.3965255770443077,0,51.0
1477,2022-01-17,45,29505,603,0,3,23,28622,36,2,3,2,466,0.0653429927100159,1,1,0.4852675743701254,0,1,0,17,20,3123,2727,23654,55559,2458.75,0.8248397429583694,10,1207,0.212122,0.2064570528097677,1073.1362083796992,0.6259832062550886,0,54.0
10042,2045-06-30,36,28926,586,0,0,15,41043,84,1,1,3,214,0.5136745044752412,2,2,0.0549280219994728,0,3,0,24,18,2918,1939,60005,18686,2410.5,0.9416545103029358,6,41319,0.273043,0.295915327363685,1162.289327960238,0.5709559543498187,0,53.0
4608,2030-08-14,48,105881,598,1,4,28,12316,120,1,0,2,595,0.105648586384237,1,1,0.5050373798157106,0,0,0,22,22,4732,1142,35972,12702,8823.416666666666,0.8107517905810513,5,23270,0.268316,0.2803136948641661,306.90959450905166,0.1022177268264242,1,47.2
12053,2051-01-01,32,60718,556,0,2,11,24086,24,1,0,3,601,0.506872241558977,3,2,0.600666576877293,0,0,0,20,13,7275,7005,21442,20503,5059.833333333333,0.8411884116000738,3,1788,0.2210859999999999,0.2617811396906016,1299.787531687268,0.3756620834060281,0,59.0
10459,2046-08-21,60,32699,632,0,0,38,27332,60,1,1,3,316,0.6052845784192156,3,1,0.1901313374835961,0,3,0,30,28,1251,4839,75171,147057,2724.9166666666665,0.867045963944621,4,6549,0.216332,0.2433711059143631,791.6432400284384,0.4064870142922188,0,50.0
9769,2044-09-30,18,44425,574,0,3,0,33360,24,1,1,0,245,0.3895999878258466,1,2,0.1765269897290919,0,3,0,25,3,24450,4068,28518,12196,3702.0833333333335,0.5814882247234565,7,16322,0.22136,0.2109381549246044,1715.7629358303973,0.52963770917197,0,54.0
18889,2069-09-19,63,52629,608,0,4,42,26794,72,0,0,0,215,0.3784494420612419,3,2,0.6952919303204909,0,0,0,16,14,1977,202,13898,25089,4385.75,0.9704094931975598,5,5798,0.237794,0.2578166908596522,734.6594477717608,0.2165329642072076,0,55.0
17574,2066-02-12,51,114681,597,0,3,27,53751,96,2,1,0,719,0.0464293332039496,2,0,0.2558865113687796,0,1,0,16,29,2104,282,72971,14832,9556.75,0.8385422481856165,7,58139,0.290251,0.2618678352900588,1341.8912326739032,0.2156477079209881,0,48.0
9484,2043-12-20,22,41670,509,0,1,0,32711,36,1,0,0,188,0.2899435649394604,2,0,0.1848726484935108,0,0,0,26,1,1000,414,73682,71632,3472.5,0.8181025647344881,4,2050,0.263211,0.2751152451594003,1344.4265248852269,0.4413035348841546,0,55.0
7355,2038-02-20,50,62656,635,0,1,28,19852,72,1,3,1,963,0.1187331217946769,1,0,0.0541309623495038,0,2,0,23,24,934,2871,293757,60037,5221.333333333333,0.8210459781441284,3,233720,0.217352,0.2475525977728032,531.7793902470172,0.2862830803588516,0,42.0
19101,2070-04-19,37,101544,595,0,4,10,10187,36,1,0,2,244,0.3056054219795083,3,0,0.3184994350251489,0,0,0,16,10,4019,1422,45635,14690,8462.0,0.7420471348451786,4,30945,0.197687,0.2069659659813365,382.21082210142026,0.0740026970103309,1,42.400000000000006
3343,2027-02-26,54,66901,472,0,3,32,12159,60,1,0,3,513,0.0719733968304472,4,0,0.4026916532445306,0,3,0,24,7,2140,507,9321,23307,5575.083333333333,0.6662322657746895,8,2106,0.281159,0.2740828018600268,374.2518400531048,0.1591459332541704,0,56.0
3139,2026-08-06,36,147844,642,0,1,14,18326,48,0,0,0,515,0.4496562480334882,8,1,0.3357767344671381,0,1,0,30,12,4502,1114,21753,34007,12320.333333333334,0.934559983200446,2,9255,0.192326,0.1985474834155347,556.2495679687074,0.0869497227863456,1,40.0
6080,2034-08-25,58,97112,488,0,1,37,12968,60,1,2,2,793,0.0448662605273656,3,2,0.3706333715948051,0,4,1,22,12,6300,232,73001,6530,8092.666666666667,0.5347505591844881,4,66471,0.273968,0.2360858321781805,370.1225713390749,0.1437255010304483,1,44.8
17218,2065-02-21,37,31058,538,0,0,13,17093,48,0,2,0,375,0.0537813781092517,3,1,0.3889302571453308,0,2,1,29,4,1219,486,350835,11977,2588.1666666666665,0.843042182188743,6,338858,0.243093,0.1969400590750396,517.3635524112302,0.3447859691201868,0,57.0
16144,2062-03-15,56,81862,536,1,1,33,30193,36,1,1,0,477,0.0135250707420405,2,1,0.3888096514503315,0,2,0,25,1,6639,314,185245,9759,6821.833333333333,0.6021444923604004,4,175486,0.247193,0.2509241163890188,1201.944609790242,0.246113402036145,0,55.0
6420,2035-07-31,26,42542,455,0,3,4,20915,24,1,0,1,307,0.2003630728605989,2,2,0.1220569377104743,0,3,1,25,21,2048,1983,31947,71705,3545.1666666666665,0.4866619418225325,2,6995,0.268415,0.2679206395648061,1135.1588770561311,0.4067957906227628,0,57.0
4709,2030-11-23,39,20453,597,0,0,16,29192,24,1,3,0,331,0.384146909849992,0,1,0.0942150210774457,0,0,0,29,11,4251,4024,21444,19872,1704.4166666666667,0.7956511515641159,6,1572,0.2056919999999999,0.2073586763215817,1496.2653795628632,1.07207669069351,0,52.0
19156,2070-06-13,19,34553,561,0,0,0,15596,48,2,2,3,141,0.284143665866435,7,0,0.2818299994803205,0,0,0,26,4,4107,1055,5864,20592,2879.4166666666665,0.8640855737407536,4,7888,0.230096,0.2142367181556693,486.5020239533114,0.2179267874696766,0,56.0
13919,2056-02-10,64,71294,621,0,3,40,24796,84,3,1,2,321,0.2809441613182211,4,2,0.3286534480797433,0,4,0,30,8,2986,2147,48106,1270,5941.166666666667,0.8946880630968603,3,46836,0.239296,0.2515871540124497,630.1457707939846,0.1600941067905828,0,52.0
6325,2035-04-27,23,44828,547,0,3,1,17332,60,2,1,2,226,0.6503990575697219,3,0,0.150300111539047,0,0,0,25,21,3370,453,110806,11797,3735.6666666666665,0.6487008384786291,8,99009,0.248832,0.2404814275275358,499.09082516653416,0.1940994445881683,0,51.0
14434,2057-07-09,42,110946,599,0,0,21,19488,12,3,4,0,346,0.1277591962516445,2,2,0.3530999466623265,0,1,1,25,28,6530,1437,8265,37348,9245.5,0.7757416097625145,3,1637,0.184988,0.2139711889666339,1818.3175384626493,0.2340941580728624,1,46.400000000000006
16435,2062-12-31,42,47594,601,0,4,20,15746,84,2,0,0,834,0.2704844255385231,3,1,0.1897156808165638,0,1,0,19,5,3549,2881,64964,16817,3966.1666666666665,0.8123092477136779,0,48147,0.240246,0.2489696051615445,397.5202530166161,0.3105064301424422,0,50.0
1065,2020-12-01,26,64115,609,0,4,1,28879,108,0,2,3,319,0.3579416536616246,2,3,0.5413563865854274,0,2,0,28,25,2177,520,8170,48695,5342.916666666667,0.6368911116531846,5,4377,0.269379,0.2975538934011006,770.8016640885875,0.2039713010849731,0,55.0
16946,2064-05-25,26,15609,544,0,1,3,10740,120,2,2,1,710,0.1546656409911045,1,0,0.7534866807585506,0,3,0,22,1,2532,217,49803,8709,1300.75,0.8148325605073086,5,41094,0.29374,0.2672270218825567,257.48877743465414,0.743793025127545,0,63.0
19055,2070-03-04,64,30770,670,0,0,45,7057,60,2,3,3,486,0.2100462527266003,3,0,0.2145091754706857,0,1,0,24,1,3894,336,128967,11338,2564.1666666666665,0.9665166956697832,4,117629,0.177057,0.1596464358351478,171.47998439463453,0.2564107836443164,0,47.0
4072,2029-02-24,21,44398,510,0,3,2,11015,96,1,0,3,472,0.1989355147767658,2,2,0.1515666991111217,0,0,0,26,8,1630,414,35641,43873,3699.8333333333335,0.9062318166565224,2,9270,0.291015,0.3120023642582354,313.0254738739483,0.2121786045877602,0,51.0
465,2019-04-11,37,15781,596,1,0,16,14557,36,3,0,3,433,0.1457832906720766,3,2,0.2210545349653253,0,1,0,34,26,1415,4928,120156,37927,1315.0833333333333,0.7660384777491541,4,82229,0.201557,0.1977087249893237,539.2923015811887,0.7393389277596011,0,54.0
18848,2069-08-09,18,27909,530,0,0,0,12927,96,2,1,0,318,0.1426072172790776,3,2,0.3561911597086457,0,1,0,31,16,3946,622,47145,6400,2325.75,0.812458135143614,2,40745,0.282927,0.3341157760814977,387.69245402978817,0.3034257568654362,0,55.0
19283,2070-10-18,36,29308,608,0,1,9,31853,36,1,0,0,301,0.2787690581518709,0,2,0.4085747217204373,0,2,0,33,26,1048,596,25587,18604,2442.333333333333,0.9070403057997698,3,6983,0.212853,0.2327443840050678,1237.581585675276,0.6299637992392286,0,55.0
3838,2028-07-05,28,137895,583,0,3,4,28529,84,3,0,0,780,0.2530640509647547,2,0,0.2227766491205051,0,3,0,29,28,2620,1172,87716,52094,11491.25,0.827275161273376,10,35622,0.262029,0.2458443294051137,714.5528525577007,0.1300600763674709,1,40.0
5217,2032-04-14,33,77685,430,0,3,14,19286,36,0,0,1,529,0.4669767952898779,6,0,0.4034549630384472,0,1,0,29,8,1440,815,297234,8190,6473.75,0.8098959859495306,5,289044,0.289286,0.2636616987374759,780.811706866475,0.2023265814815949,1,41.6
6386,2035-06-27,39,39197,605,0,1,16,12854,60,0,0,3,435,0.2477405575123099,2,1,0.3807329085116821,0,1,0,19,29,1166,1059,26476,17247,3266.4166666666665,0.9236713751574924,5,9229,0.215354,0.2152541572556328,351.5537718000023,0.2408001954639393,0,52.0
11846,2050-06-08,52,56035,600,1,1,28,13963,60,2,3,2,540,0.1617676738119586,2,0,0.2254913434136488,0,3,0,22,16,4477,712,106887,17145,4669.583333333333,0.8357502135730396,5,89742,0.218963,0.2355074637601817,398.0543349740501,0.2008860894028482,0,49.0
6676,2036-04-12,40,40516,609,0,3,14,54193,48,1,4,3,629,0.3316368474711047,2,0,0.2773922243627997,0,1,1,24,4,3626,2272,31639,10160,3376.333333333333,0.7854171864290292,5,21479,0.244693,0.2637919111149059,1838.822154828672,0.7309178067416344,0,59.0
16492,2063-02-26,27,16267,546,0,3,2,13693,36,0,2,0,325,0.2828347933996544,5,0,0.065762957884054,0,1,0,31,14,1555,198,186823,25901,1355.5833333333333,0.8659337203300934,3,160922,0.225693,0.2420740543721749,538.707741163979,0.6371483920801468,0,48.0
